Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,0.0,0.0,0.0,7.0,,0.052380952,0.10952381,0.0,0.0,5,3.0,3,9,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,4.0,56.5,0.05,0.1,0.0,0.4,5,1.0,1,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,7.0,,0.0,0.057142857000000005,0.0,0.0,5,4.0,1,3,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,2.0,33.0,0.0,0.1,0.0,0.0,5,1.0,8,3,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,31.0,,0.0,0.026938057,0.0,0.8,5,2.0,2,7,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,3.0,69.0,0.0,0.066666667,0.0,0.0,5,2.0,2,4,1,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,24.0,,0.008333333,0.026388889,0.0,0.4,5,2.0,4,2,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,5.0,50.0,0.16,0.18,0.0,0.4,5,1.0,2,2,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,12.0,304.75,0.0,0.025,0.0,0.8,5,1.0,2,3,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,2.0,1207.0,0.0,0.05,0.0,0.0,5,3.0,3,3,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,8.0,123.0,0.0,0.014285714,59.988,0.0,5,2.0,2,1,2,New_Visitor,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,3.0,2,1,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,14.0,,0.039285714,0.092857143,0.0,0.0,5,2.0,4,2,4,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,6.0,4.0,0.14285714300000002,0.157142857,0.0,0.6,5,3.0,2,1,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,7.0,123.5,0.0,0.057142857000000005,0.0,0.0,5,1.0,1,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,5.0,162.5,0.04,0.073333333,0.0,0.0,5,3.0,2,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,15.0,,0.0,0.04,0.0,0.0,5,2.0,2,1,3,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,20.0,301.5,0.028571429,0.05952381,0.0,0.8,5,3.0,2,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,7.0,210.0,0.0,0.057142857000000005,0.0,0.0,5,1.0,1,6,4,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,2.0,689.0,0.0,0.1,0.0,0.0,5,2.0,2,3,2,New_Visitor,0,0
0.0,0.0,0.0,0.0,15.0,,0.0,0.014285714,,0.0,5,2.0,2,3,2,Returning_Visitor,0,1
0.0,0.0,0.0,0.0,20.0,806.5,0.01,0.038333333,0.0,0.6,5,2.0,4,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,97.0,,0.004166667,0.027083332999999998,0.0,0.8,5,2.0,2,3,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,4.0,67.0,0.0,0.05,0.0,0.6,5,2.0,4,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,13.0,136.0,0.14285714300000002,0.154761905,0.0,0.8,5,3.0,2,7,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,5.0,108.0,0.0,0.04,0.0,0.0,5,2.0,2,3,2,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,8.0,152.0,0.0375,0.070833333,0.0,0.6,5,3.0,2,1,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,8.0,,0.0,0.014285714,0.0,0.0,5,2.0,4,1,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,81.0,2071.0,0.012345678999999998,0.025308642000000003,0.0,0.6,5,1.0,8,3,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,16.0,190.75,0.0,0.01875,0.0,0.0,5,2.0,2,1,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,9.0,76.0,0.0,0.02962963,0.0,0.0,5,2.0,4,3,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,56.0,,0.004285714,0.022295917999999998,0.0,0.8,5,4.0,1,1,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,17.0,182.0,0.0,0.0375,0.0,0.0,5,2.0,4,4,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,7.0,,0.028571429,0.057142857000000005,0.0,0.0,5,2.0,4,3,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,3.0,20.0,0.0,0.066666667,0.0,0.0,5,2.0,2,1,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,2.0,157.0,0.0,0.05,0.0,0.0,5,1.0,1,6,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,8.0,65.0,0.025,0.05,0.0,0.0,5,2.0,2,4,13,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,4.0,61.0,0.0,0.025,0.0,0.0,5,1.0,1,4,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,7.0,1689.0,0.028571429,0.085714286,0.0,0.6,5,2.0,2,3,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.1,0.0,0.4,5,4.0,1,4,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,20.0,,0.0017543860000000001,0.005789474,0.0,1.0,5,1.0,8,1,19,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,6.0,82.0,0.15,0.18333333300000001,0.0,0.6,5,2.0,2,3,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,5,2.0,2,6,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,6.0,186.0,0.0,0.072222222,0.0,0.0,5,1.0,1,8,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,17.0,65.0,0.047058824000000006,0.07647058799999999,0.0,0.8,5,2.0,2,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,26.0,,0.003846154,0.034935897,0.0,0.0,5,2.0,7,1,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,20.0,298.5,0.01,0.04,0.0,0.0,5,2.0,4,3,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,1.0,612.0,0.0,0.1,0.0,0.0,5,1.0,1,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,141.0,,0.0043165470000000004,0.018798093999999998,0.0,0.8,5,2.0,2,4,3,Returning_Visitor,0,0
0.0,0.0,5.0,161.5,60.0,,0.0,0.005026455,,0.0,5,2.0,2,6,2,Returning_Visitor,0,1
0.0,0.0,0.0,0.0,26.0,3242.0,0.005555556,0.031388888999999996,0.0,0.0,5,4.0,1,4,6,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,50.0,,0.0,0.008746356,0.0,0.2,5,2.0,2,3,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,5,4.0,1,1,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,7.0,,0.0,0.00952381,0.0,0.0,5,1.0,1,1,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,12.0,,0.01,0.03,0.0,0.0,5,1.0,1,6,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,6.0,127.0,0.0,0.016666667,0.0,0.8,5,2.0,2,3,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,80.0,,0.01875,0.041944444000000004,0.0,0.4,5,2.0,4,7,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,5.0,309.0,0.05,0.045,0.0,0.0,5,1.0,1,1,2,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,31.0,,0.038709677000000005,0.069892473,0.0,0.6,5,1.0,1,1,15,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,16.0,,0.0125,0.046875,0.0,0.0,5,1.0,1,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,3.0,313.0,0.0,0.033333333,0.0,0.0,5,2.0,10,5,4,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,2.0,2,7,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,43.0,,0.004651163,0.006976744,0.0,0.8,5,2.0,6,1,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,4.0,137.0,0.0,0.075,0.0,0.0,5,4.0,1,3,3,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,68.0,746.8,0.0029411759999999998,0.011470588,0.0,0.0,5,2.0,2,1,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,19.0,1040.2,0.0,0.011111111000000002,115.98,0.0,5,2.0,2,6,2,New_Visitor,1,1
0.0,0.0,0.0,0.0,6.0,,0.0,0.016666667,0.0,0.0,5,1.0,1,7,2,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,3.0,140.0,0.066666667,0.133333333,0.0,0.0,5,3.0,2,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,9.0,1217.2,0.033333333,0.040740741000000004,0.0,0.0,5,1.0,1,5,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,7.0,80.5,0.028571429,0.038095238,0.0,0.0,5,1.0,1,3,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,41.0,3272.0,0.045238095,0.078571429,0.0,0.8,5,2.0,6,1,6,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,11.0,,0.054545455,0.072727273,0.0,0.8,5,2.0,2,1,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,8.0,,0.0,0.025,0.0,0.0,5,2.0,2,3,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,3.0,2,6,1,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,16.0,641.5,0.0,0.0375,0.0,0.0,5,4.0,1,7,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,53.0,1556.6,0.0,0.026415094,0.0,0.4,5,2.0,2,3,6,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,36.0,,0.029166667,0.018068783,0.0,1.0,5,1.0,1,7,3,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,15.0,528.0,0.026666667,0.055555556,0.0,0.0,5,2.0,2,4,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,59.0,,0.0035087720000000003,0.016621682,,0.0,5,2.0,2,5,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,2.0,648.0,0.0,0.1,0.0,0.8,5,1.0,1,4,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,6.0,114.0,0.0,0.033333333,0.0,0.0,5,2.0,2,3,1,Returning_Visitor,1,0
0.0,0.0,8.0,707.5,51.0,,0.003389831,0.015404896000000001,0.0,0.4,5,2.0,2,8,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,1.0,1,4,1,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,5.0,200.0,0.0,0.05,0.0,0.0,5,3.0,2,1,4,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,3.0,18.0,0.033333333,0.166666667,0.0,1.0,5,3.0,2,1,4,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,13.0,,0.023931624,0.03956044,0.0,0.8,5,2.0,2,4,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,13.0,231.5,0.015384615,0.023076923,0.0,0.0,5,2.0,4,3,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.1,0.0,0.0,5,2.0,5,1,6,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,7.0,58.0,0.028571429,0.057142857000000005,0.0,0.0,5,2.0,2,1,4,Returning_Visitor,0,0
0.0,0.0,1.0,222.0,25.0,,0.007692308,0.024358974,0.0,0.0,5,2.0,4,1,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,2.0,2,3,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,25.0,1838.5,0.004,0.052000000000000005,0.0,0.0,5,2.0,2,1,19,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.1,0.0,0.0,5,1.0,1,6,1,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,10.0,693.5,0.0,0.022222222000000003,,0.0,5,2.0,2,1,4,New_Visitor,0,1
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,5,2.0,2,3,6,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,2.0,2,6,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,12.0,,0.005555556,0.040833333,0.0,0.0,5,1.0,1,2,3,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,16.0,953.5,0.0,0.014285714,21.588,0.8,5,2.0,2,9,4,New_Visitor,0,1
0.0,0.0,0.0,0.0,3.0,34.0,0.0,0.066666667,0.0,0.0,5,1.0,1,6,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,10.0,240.5,0.0,0.022222222000000003,0.0,0.0,5,2.0,2,8,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,12.0,404.0,0.0,0.033333333,0.0,0.0,5,2.0,4,6,1,Returning_Visitor,0,0
0.0,0.0,2.0,74.0,6.0,83.5,0.0,0.058333333,0.0,0.4,5,2.0,2,1,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,7.0,380.0,0.014285714,0.074285714,0.0,0.0,5,2.0,4,7,1,Returning_Visitor,1,0
0.0,0.0,3.0,,44.0,2453.75,0.0,0.0011111110000000001,48.868,0.0,5,1.0,1,8,2,Returning_Visitor,1,1
0.0,0.0,0.0,0.0,8.0,,0.0,0.025,0.0,0.4,5,2.0,2,9,3,Returning_Visitor,0,0
0.0,0.0,1.0,0.0,8.0,165.8,0.022222222000000003,0.022222222000000003,0.0,0.6,5,1.0,1,1,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,20.0,,0.04,0.06333333299999999,0.0,0.6,5,2.0,2,1,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,14.0,,0.042857143,0.083333333,0.0,0.6,5,2.0,2,7,11,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,15.0,197.0,0.0,0.026666667,0.0,0.2,5,2.0,2,1,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,29.0,520.6,0.015172413999999999,0.045684431,0.0,0.0,5,2.0,2,7,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,17.0,,0.0,0.0125,0.0,0.4,5,2.0,2,3,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,4.0,112.0,0.0,0.075,0.0,0.6,5,2.0,2,4,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,36.0,319.5,0.047777778,0.088888889,0.0,0.0,5,2.0,2,3,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,2.0,2,4,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,3.0,14.0,0.15555555599999998,0.15555555599999998,0.0,0.0,5,1.0,1,4,4,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,12.0,,0.0,0.06944444400000001,0.0,0.8,5,2.0,2,2,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,79.0,,0.017721518999999998,0.02124774,0.0,0.8,5,3.0,2,1,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,19.0,411.8,0.021052632,0.044736842,0.0,0.8,5,2.0,2,1,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,47.0,,0.004347826,0.020724638,0.0,0.0,5,2.0,5,1,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,12.0,259.5,0.008333333,0.033333333,0.0,0.0,5,2.0,4,6,6,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,2.0,21.0,0.0,0.1,0.0,1.0,5,2.0,2,7,1,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.066666667,0.0,0.2,5,1.0,1,3,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,13.0,,0.0,0.015384615,,0.0,5,2.0,4,6,4,New_Visitor,0,1
0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.1,0.0,0.0,5,2.0,2,2,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,8.0,,0.0,0.028571429,53.988,0.0,5,2.0,2,2,4,Returning_Visitor,1,1
0.0,0.0,0.0,0.0,24.0,805.0,0.0,0.008695652,53.988,0.0,5,2.0,2,1,2,New_Visitor,1,1
0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.1,0.0,0.6,5,2.0,10,3,1,Returning_Visitor,0,0
0.0,0.0,1.0,0.0,1.0,102.0,0.0,0.1,0.0,0.4,5,2.0,2,1,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,10.0,,0.046969697000000005,0.08787878800000001,,0.0,5,2.0,2,1,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,51.0,,0.004313725,0.02129085,0.0,1.0,5,2.0,2,8,3,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.066666667,0.0,0.2,5,2.0,2,2,5,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,41.0,963.0,0.0,0.015811966,0.0,0.0,5,2.0,2,6,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,6.0,,0.033333333,0.066666667,0.0,0.0,5,2.0,2,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,29.0,,0.0,0.006896551999999999,0.0,0.0,5,1.0,1,6,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,6.0,34.0,0.133333333,0.166666667,0.0,0.4,5,3.0,2,4,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,2.0,53.0,0.0,0.1,0.0,0.0,5,4.0,2,4,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,4.0,206.5,0.0,0.016666667,0.0,0.0,5,3.0,2,1,4,Returning_Visitor,0,0
0.0,0.0,1.0,0.0,50.0,,0.007843137,0.015686275,0.0,0.0,5,3.0,2,6,4,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.1,0.0,1.0,5,1.0,2,3,2,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,10.0,,0.04,0.06,0.0,0.0,5,2.0,5,1,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,52.0,,0.007692308,0.032692307999999996,0.0,1.0,5,2.0,2,7,6,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,5,2.0,2,5,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,20.0,1511.0,0.0,0.025,0.0,0.6,5,2.0,2,3,6,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,26.0,,0.065384615,0.086538462,0.0,0.8,5,2.0,2,3,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,5.0,134.0,0.02,0.026666667,0.0,0.0,5,1.0,2,2,2,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,38.0,1608.5,0.005263158,0.034210526,0.0,0.6,5,2.0,2,5,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,16.0,,0.0375,0.034583333,0.0,0.6,5,1.0,1,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,29.0,,0.0,0.007142857,,0.0,5,1.0,8,1,11,Returning_Visitor,1,1
0.0,0.0,0.0,0.0,8.0,222.0,0.0,0.028571429,,0.0,5,1.0,1,1,2,New_Visitor,1,1
0.0,0.0,0.0,0.0,4.0,108.0,0.0,0.05,0.0,0.8,5,3.0,2,3,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.0,5,1.0,1,9,4,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,6.0,56.5,0.066666667,0.11666666699999999,0.0,0.0,5,2.0,6,1,3,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,19.0,522.0,0.021052632,0.034210526,0.0,0.0,5,2.0,2,7,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,33.0,,0.006451613,0.012903226,0.0,0.0,5,2.0,2,7,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,18.0,862.0,0.04444444400000001,0.062962963,0.0,0.0,5,2.0,2,3,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.1,0.0,0.0,5,2.0,2,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,19.0,,0.0,0.0035087720000000003,0.0,1.0,5,1.0,1,9,3,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,4.0,64.0,0.0,0.05,0.0,0.4,5,2.0,5,3,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,50.0,,0.0,0.0016666670000000001,,0.0,5,2.0,2,9,2,New_Visitor,0,1
0.0,0.0,0.0,0.0,4.0,39.0,0.0,0.05,0.0,0.0,5,2.0,2,8,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,5.0,48.0,0.08,0.093333333,0.0,0.8,5,3.0,2,4,13,Returning_Visitor,0,0
0.0,0.0,7.0,1222.75,11.0,443.0,0.035294118,0.041176471,0.0,0.0,5,1.0,2,3,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,2.0,51.0,0.0,0.05,0.0,0.0,5,3.0,2,1,7,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,3.0,9.0,0.066666667,0.133333333,0.0,0.0,5,2.0,2,2,3,Returning_Visitor,1,0
0.0,0.0,1.0,3.0,29.0,,0.006666666999999999,0.013333333000000001,0.0,0.8,5,2.0,2,5,5,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,8.0,140.5,0.025,0.05,0.0,0.0,5,2.0,4,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,9.0,147.0,0.022222222000000003,0.014814815,0.0,0.0,5,2.0,2,7,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,20.0,769.5,0.0,0.052000000000000005,0.0,0.0,5,2.0,2,1,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,4.0,1,1,3,Returning_Visitor,0,0
0.0,0.0,2.0,40.0,12.0,,0.028571429,0.078571429,0.0,0.8,5,2.0,6,7,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.1,0.0,0.0,5,1.0,1,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,60.0,3386.0,0.025333333,0.063888889,0.0,0.8,5,2.0,2,1,6,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,9.0,143.5,0.0,0.033333333,0.0,0.0,5,2.0,2,1,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,11.0,1160.0,0.0,0.018181818,,0.0,5,2.0,2,1,4,New_Visitor,0,1
0.0,0.0,0.0,0.0,32.0,,0.056666667000000004,0.09047619,103.976,1.0,5,2.0,2,7,1,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,17.0,582.4,0.066666667,0.07111111099999999,0.0,0.2,5,3.0,2,4,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,25.0,629.5,0.0,0.01447619,0.0,0.0,5,2.0,2,1,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,8.0,,0.0,0.010884353999999999,0.0,0.0,5,3.0,2,4,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,41.0,,0.0125,0.026666667,0.0,0.4,5,2.0,2,6,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,34.0,,0.017647059,0.040441176,0.0,0.4,5,1.0,1,1,3,Returning_Visitor,0,0
0.0,0.0,2.0,,13.0,,0.013333333000000001,0.052777778,0.0,1.0,5,1.0,1,1,2,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,3.0,293.5,0.0,0.133333333,0.0,0.4,5,2.0,2,1,5,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,4.0,118.0,0.0,0.025,0.0,0.0,5,1.0,1,8,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,8.0,710.0,0.0,0.025,454.895,0.8,5,1.0,1,6,4,Returning_Visitor,0,1
0.0,0.0,0.0,0.0,4.0,87.5,0.0,0.05,0.0,0.0,5,2.0,2,4,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,10.0,338.5,0.0,0.02,32.382,0.0,5,2.0,2,2,1,Returning_Visitor,0,1
0.0,0.0,0.0,0.0,9.0,,0.0,0.031666667,0.0,0.0,5,1.0,1,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,27.0,190.25,0.016,0.04,0.0,0.2,5,2.0,2,3,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,11.0,500.0,0.0,0.02,44.388000000000005,0.0,5,2.0,2,3,2,Returning_Visitor,0,1
0.0,0.0,0.0,0.0,2.0,54.0,0.05,0.15,0.0,0.0,5,1.0,1,1,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,9.0,120.0,0.022222222000000003,0.066666667,0.0,0.0,5,1.0,1,1,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,5,1.0,1,4,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,3.0,48.0,0.066666667,0.066666667,0.0,0.0,5,1.0,1,1,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,27.0,783.25,0.014814815,0.033227513,0.0,0.6,5,2.0,10,3,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,15.0,,0.0,0.026666667,0.0,0.0,5,1.0,1,2,2,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,2.0,10,3,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,5.0,24.0,0.0,0.05,0.0,0.2,5,2.0,2,4,1,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,6.0,99.0,0.066666667,0.083333333,0.0,0.2,5,2.0,2,2,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,21.0,,0.0,0.0070175440000000006,,0.0,5,2.0,2,1,2,Returning_Visitor,0,1
0.0,0.0,1.0,11.0,35.0,,0.016666667,0.054930556,0.0,1.0,5,2.0,2,1,4,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,5,2.0,2,3,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,65.0,,0.0,0.02359375,0.0,0.8,5,2.0,5,4,2,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,9.0,,0.066666667,0.088888889,0.0,1.0,5,3.0,2,4,1,Returning_Visitor,1,0
0.0,0.0,0.0,0.0,6.0,210.2,0.055555556,0.068055556,0.0,0.0,5,3.0,2,4,20,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,5.0,377.0,0.0,0.04,0.0,0.2,5,2.0,2,6,4,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,13.0,,0.0,0.030769231,0.0,0.6,5,3.0,2,9,13,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,1.0,1,4,3,Returning_Visitor,0,0
0.0,0.0,0.0,0.0,7.0,70.0,0.0,0.028571429,0.0,0.0,5,2.0,2,1,2,Returning_Visitor,0,0
